============================================
ANALISIS DETAIL KARTU STOK PRODUK ID: 48
============================================

INFORMASI PRODUK:
- Nama: ANDALAN
- Stok Aktual (produk.stok): -2

============================================
SEMUA REKAMAN STOK (URUTAN KRONOLOGIS ASC)
============================================

Total rekaman_stoks: 255

#1 | ID:150826 | 2024-05-07 00:01:46 | Awal:71 | +0 | -1 | Sisa:70
   Ket: Penjualan - ID: 23 | Jual:23 | Beli:-
#172: 2025-11-03 07:00:54 | Awal=1001 | +0 | -1 | Sisa=1000
#173: 2025-11-03 07:00:55 | Awal=1000 | +0 | -2 | Sisa=998
#174: 2025-11-05 07:00:16 | Awal=998 | +0 | -1 | Sisa=997
#175: 2025-11-06 07:00:29 | Awal=997 | +0 | -2 | Sisa=995
#176: 2025-11-08 07:00:36 | Awal=995 | +0 | -2 | Sisa=993
#177: 2025-11-08 07:00:37 | Awal=993 | +0 | -1 | Sisa=992
#178: 2025-11-11 07:00:25 | Awal=992 | +0 | -1 | Sisa=991
#179: 2025-11-12 07:00:25 | Awal=991 | +0 | -1 | Sisa=990
#180: 2025-11-13 07:00:42 | Awal=990 | +0 | -1 | Sisa=989
#181: 2025-11-14 07:00:44 | Awal=989 | +0 | -1 | Sisa=988
#182: 2025-11-15 07:00:51 | Awal=988 | +0 | -1 | Sisa=987
#183: 2025-11-18 07:00:31 | Awal=987 | +0 | -1 | Sisa=986
#184: 2025-11-18 07:00:32 | Awal=986 | +0 | -1 | Sisa=985
#185: 2025-11-20 07:00:47 | Awal=985 | +30 | -0 | Sisa=1015
#186: 2025-11-20 07:00:48 | Awal=1015 | +0 | -1 | Sisa=1014
#187: 2025-11-21 07:00:51 | Awal=1014 | +0 | -1 | Sisa=1013
#188: 2025-11-21 07:00:52 | Awal=1013 | +0 | -2 | Sisa=1011
#189: 2025-11-22 07:00:39 | Awal=1011 | +0 | -1 | Sisa=1010
#190: 2025-11-24 07:00:42 | Awal=1010 | +0 | -1 | Sisa=1009
#191: 2025-11-24 07:00:43 | Awal=1009 | +0 | -2 | Sisa=1007
#192: 2025-11-25 07:00:27 | Awal=1007 | +0 | -2 | Sisa=1005
#193: 2025-11-27 07:00:53 | Awal=1005 | +0 | -1 | Sisa=1004
#194: 2025-11-27 07:00:54 | Awal=1004 | +0 | -1 | Sisa=1003
#195: 2025-11-27 07:00:55 | Awal=1003 | +0 | -1 | Sisa=1002
#196: 2025-11-28 07:00:29 | Awal=1002 | +0 | -1 | Sisa=1001
#197: 2025-11-29 07:00:48 | Awal=1001 | +0 | -2 | Sisa=999
#198: 2025-12-02 07:00:30 | Awal=999 | +0 | -1 | Sisa=998
#199: 2025-12-02 07:00:31 | Awal=998 | +0 | -1 | Sisa=997
#200: 2025-12-04 07:00:25 | Awal=997 | +0 | -2 | Sisa=995
#201: 2025-12-05 07:00:37 | Awal=995 | +0 | -1 | Sisa=994
#202: 2025-12-05 07:00:38 | Awal=994 | +0 | -1 | Sisa=993
#203: 2025-12-05 07:00:39 | Awal=993 | +0 | -2 | Sisa=991
#204: 2025-12-06 07:00:43 | Awal=991 | +30 | -0 | Sisa=1021
#205: 2025-12-06 07:00:44 | Awal=1021 | +0 | -1 | Sisa=1020
#206: 2025-12-08 07:00:40 | Awal=1020 | +0 | -1 | Sisa=1019
#207: 2025-12-08 07:00:41 | Awal=1019 | +0 | -1 | Sisa=1018
#208: 2025-12-08 07:00:42 | Awal=1018 | +0 | -2 | Sisa=1016
#209: 2025-12-08 07:00:43 | Awal=1016 | +0 | -1 | Sisa=1015
#210: 2025-12-09 07:00:31 | Awal=1015 | +0 | -3 | Sisa=1012
#211: 2025-12-11 07:00:31 | Awal=1012 | +0 | -1 | Sisa=1011
#212: 2025-12-12 07:00:39 | Awal=1011 | +0 | -1 | Sisa=1010
#213: 2025-12-13 07:00:34 | Awal=1010 | +0 | -2 | Sisa=1008
#214: 2025-12-13 07:00:35 | Awal=1008 | +0 | -2 | Sisa=1006
#215: 2025-12-15 07:00:39 | Awal=1006 | +0 | -3 | Sisa=1003
#216: 2025-12-15 07:00:40 | Awal=1003 | +0 | -2 | Sisa=1001
#217: 2025-12-16 07:00:45 | Awal=1001 | +0 | -1 | Sisa=1000
#218: 2025-12-16 07:00:46 | Awal=1000 | +0 | -2 | Sisa=998
#219: 2025-12-19 07:00:44 | Awal=998 | +0 | -1 | Sisa=997
#220: 2025-12-19 07:00:45 | Awal=997 | +0 | -2 | Sisa=995
#221: 2025-12-20 07:00:16 | Awal=995 | +0 | -1 | Sisa=994
#222: 2025-12-23 10:59:17 | Awal=994 | +30 | -0 | Sisa=1024
#223: 2025-12-25 07:00:23 | Awal=1024 | +0 | -1 | Sisa=1023
#224: 2025-12-25 07:02:45 | Awal=1023 | +0 | -2 | Sisa=1021
#225: 2025-12-25 07:03:42 | Awal=1021 | +0 | -1 | Sisa=1020
#226: 2025-12-25 07:04:16 | Awal=1020 | +0 | -1 | Sisa=1019
#227: 2025-12-26 07:00:54 | Awal=1019 | +0 | -1 | Sisa=1018
#228: 2025-12-26 07:02:08 | Awal=1018 | +0 | -1 | Sisa=1017
#229: 2025-12-26 07:02:36 | Awal=1017 | +0 | -2 | Sisa=1015
#230: 2025-12-27 07:00:28 | Awal=1015 | +0 | -2 | Sisa=1013
#231: 2025-12-27 07:01:44 | Awal=1013 | +0 | -1 | Sisa=1012
#232: 2025-12-27 07:02:40 | Awal=1012 | +0 | -2 | Sisa=1010
#233: 2025-12-28 07:00:07 | Awal=1010 | +0 | -2 | Sisa=1008
#234: 2025-12-29 07:00:47 | Awal=1008 | +0 | -1 | Sisa=1007
#235: 2025-12-29 07:01:46 | Awal=1007 | +0 | -2 | Sisa=1005
#236: 2025-12-29 07:02:33 | Awal=1005 | +0 | -2 | Sisa=1003
#237: 2025-12-30 07:01:24 | Awal=1003 | +0 | -3 | Sisa=1000
#238: 2025-12-31 22:32:47 | Awal=1000 | +0 | -980 | Sisa=20
#239: 2026-01-01 06:59:59 | Awal=20 | +0 | -0 | Sisa=20
#240: 2026-01-02 15:56:17 | Awal=20 | +0 | -1 | Sisa=19
#241: 2026-01-02 18:53:14 | Awal=19 | +0 | -3 | Sisa=16
#242: 2026-01-02 19:30:44 | Awal=16 | +0 | -1 | Sisa=15
#243: 2026-01-03 01:28:43 | Awal=15 | +0 | -1 | Sisa=14
#244: 2026-01-10 07:00:00 | Awal=14 | +0 | -1 | Sisa=13
#245: 2026-01-10 07:00:00 | Awal=13 | +0 | -1 | Sisa=12
#246: 2026-01-10 07:00:00 | Awal=12 | +0 | -2 | Sisa=10
#247: 2026-01-12 07:00:00 | Awal=10 | +0 | -1 | Sisa=9
#248: 2026-01-12 07:00:00 | Awal=9 | +0 | -2 | Sisa=7
#249: 2026-01-12 07:00:00 | Awal=7 | +0 | -1 | Sisa=6
#250: 2026-01-13 07:00:00 | Awal=6 | +0 | -2 | Sisa=4
#251: 2026-01-13 07:00:00 | Awal=4 | +0 | -1 | Sisa=3
#252: 2026-01-13 07:00:00 | Awal=3 | +0 | -2 | Sisa=1
#253: 2026-01-13 07:00:00 | Awal=1 | +0 | -1 | Sisa=0
#254: 2026-01-14 15:58:49 | Awal=0 | +30 | -0 | Sisa=30 [AWAL SALAH: harusnya 0] [SISA SALAH: harusnya 30]
#255: 2026-01-14 15:58:49 | Awal=30 | +0 | -2 | Sisa=28 [AWAL SALAH: harusnya 30] [SISA SALAH: harusnya 28]

STOK AKHIR SEHARUSNYA: 28
STOK AKTUAL DI PRODUK: -2
SELISIH: 30

============================================
CEK DUPLIKAT TRANSAKSI
============================================

DUPLIKAT PENJUALAN:
- ID Penjualan: 23 muncul 2 kali
- ID Penjualan: 24 muncul 2 kali
- ID Penjualan: 17 muncul 2 kali
- ID Penjualan: 72 muncul 2 kali
- ID Penjualan: 89 muncul 3 kali
- ID Penjualan: 113 muncul 2 kali
- ID Penjualan: 128 muncul 2 kali
- ID Penjualan: 131 muncul 4 kali
- ID Penjualan: 231 muncul 2 kali
- ID Penjualan: 232 muncul 2 kali
- ID Penjualan: 268 muncul 2 kali
- ID Penjualan: 374 muncul 2 kali
- ID Penjualan: 381 muncul 2 kali
- ID Penjualan: 402 muncul 2 kali
- ID Penjualan: 735 muncul 2 kali
- ID Penjualan: 833 muncul 2 kali
- ID Penjualan: 897 muncul 2 kali
- ID Penjualan: 970 muncul 2 kali
- ID Penjualan: 979 muncul 2 kali
Tidak ada duplikat pembelian.

============================================
MASALAH TERDETEKSI
============================================

Record #254 ID:178105: stok_awal salah (-2 vs 0)
Record #254 ID:178105: stok_sisa salah (28 vs 30)
Record #255 ID:178159: stok_awal salah (0 vs 30)
Record #255 ID:178159: stok_sisa salah (-2 vs 28)
Stok produk tidak sinkron: harusnya 28, aktual -2

Selesai.
