produk_id_produk,produk_id_kategori,produk_kode_produk,produk_nama_produk,produk_merk,produk_harga_beli,produk_diskon,produk_harga_jual,produk_stok,produk_expired_date,produk_batch,produk_created_at,produk_updated_at,rekaman_id_rekaman_stok,rekaman_id_produk,rekaman_waktu,rekaman_stok_masuk,rekaman_stok_keluar,rekaman_created_at,rekaman_updated_at,rekaman_id_penjualan,rekaman_id_pembelian,rekaman_stok_awal,rekaman_stok_sisa,rekaman_keterangan
234,2,,KAPAS GULUNG100GR,,4800,0,10000,7,2028-12-06,,2024-01-04 16:01:31,2025-12-31 20:02:18,175177,234,2025-12-31 20:02:18,7,0,2025-12-31 20:02:18,2025-12-31 20:02:18,,,0,7,Perubahan Stok Manual: SO
235,1,,ELKANA CL SYR,ELKANA CL SYR,62160,0,72000,0,2027-06-12,FF9866,2024-01-04 16:01:31,2025-11-21 17:00:50,,,,,,,,,,,,
236,5,,ELKANA TAB,ELKANA TAB,985,0,1200,90,2027-10-06,FK2698,2024-01-04 16:01:31,2026-01-02 01:48:31,,,,,,,,,,,,
237,2,,EM KAPSUL,EM KAPSUL,19375,0,24000,1,2029-04-07,008BY07,2024-01-04 16:01:31,2025-12-31 21:28:44,175340,237,2025-12-31 21:28:44,0,2,2025-12-31 21:28:44,2025-12-31 21:28:44,,,3,1,Perubahan Stok Manual: SO
238,5,,EMTURNAS FORTE,EMTURNAS FORTE,205,0,400,150,2029-09-06,79454,2024-01-04 16:01:31,2026-01-01 00:16:38,,,,,,,,,,,,
239,5,,EMTURNAS,EMTURNAS,190,0,300,80,2029-08-07,74754,2024-01-04 16:01:31,2026-01-01 00:16:29,,,,,,,,,,,,
240,2,,ENBATIC,ENBATIC,2844,0,4000,20,2029-07-19,PO560101,2024-01-04 16:01:31,2025-12-31 21:47:53,175365,240,2025-12-31 21:47:53,0,12,2025-12-31 21:47:53,2025-12-31 21:47:53,,,32,20,Perubahan Stok Manual: SO
241,4,,ENERVON C,ENERVON C,4562,0,6000,18,2027-06-01,5080903,2024-01-04 16:01:31,2025-12-31 21:23:04,175325,241,2025-12-31 21:23:04,0,14,2025-12-31 21:23:04,2025-12-31 21:23:04,,,32,18,Perubahan Stok Manual: SO
242,1,,ENERVON C BTL,ENERVON C BTL,33594,0,40000,3,2027-06-12,5099503,2024-01-04 16:01:31,2025-12-23 18:24:01,,,,,,,,,,,,
243,2,,MADU TJ PANAS DALAM,MADU TJ PANAS DALAM,21173,0,24500,0,2028-02-06,25B01333,2024-01-04 16:01:31,2025-08-01 10:12:29,,,,,,,,,,,,
244,2,,OBH TROPICA EXTRA ALL,OBH TROPICA EXTRA ALL,19057,0,22000,7,2027-08-09,CH0021,2024-01-04 16:01:31,2025-12-31 18:56:00,175050,244,2025-12-31 18:56:00,0,5,2025-12-31 18:56:00,2025-12-31 18:56:00,,,12,7,Perubahan Stok Manual: SO
245,4,,ENTROSTOP,ENTROSTOP,7899,0,9500,11,2030-06-16,53759,2024-01-04 16:01:31,2025-12-31 19:37:38,175125,245,2025-12-31 19:37:38,0,18,2025-12-31 19:37:38,2025-12-31 19:37:38,,,30,12,Perubahan Stok Manual: SO
246,3,,ENTROSTOP ANAK,ENTROSTOP ANAK,2523,0,3000,8,2027-04-01,HD117,2024-01-04 16:01:31,2025-12-21 00:39:17,,,,,,,,,,,,
247,5,,EPEXOL TAB,EPEXOL TAB,985,0,1300,90,2027-03-03,FC2067,2024-01-04 16:01:31,2025-12-11 02:35:45,,,,,,,,,,,,
248,6,,ERLADERM-N,ERLADERM-N,4845,0,7000,13,2027-08-01,O1960024,2024-01-04 16:01:31,2025-12-31 22:23:14,175415,248,2025-12-31 22:23:14,0,14,2025-12-31 22:23:14,2025-12-31 22:23:14,,,27,13,Perubahan Stok Manual: SO
249,1,,ERLAMICETIN SM,ERLAMICETIN SM,10558,0,13000,0,2029-07-07,460149,2024-01-04 16:01:31,2026-01-02 19:00:42,,,,,,,,,,,,
250,1,,ERLAMICETIN TM,ERLAMICETIN TM,10910,0,13000,1,2026-12-02,D0760035,2024-01-04 16:01:31,2025-12-31 22:37:14,175448,250,2025-12-31 22:37:14,1,0,2025-12-31 22:37:14,2025-12-31 22:37:14,,,0,1,Perubahan Stok Manual: SO
251,6,,ERLAMYCETIN PLUS TM,ERLAMYCETIN PLUS TM,14678,0,18000,0,2026-12-07,D0760035,2024-01-04 16:01:31,2025-10-13 23:04:10,,,,,,,,,,,,
252,6,,ERLANEO HYDROCORT,ERLANEO HYDROCORT,6776,0,8500,5,2026-08-01,O0560005,2024-01-04 16:01:31,2025-12-12 02:19:42,,,,,,,,,,,,
253,5,,ERPHAFLAM,ERPHAFLAM,310,0,450,50,2028-08-04,5250535,2024-01-04 16:01:31,2025-12-31 22:39:17,175450,253,2025-12-31 22:39:17,0,280,2025-12-31 22:39:17,2025-12-31 22:39:17,,,330,50,Perubahan Stok Manual: SO
254,5,,CERINI TAB,,4500,0,7000,0,2025-07-08,,2024-01-04 16:01:31,2025-07-04 14:34:40,,,,,,,,,,,,
255,2,,VIGEL 60GR,VIGEL 60GR,1100,0,31500,0,2026-12-06,,2024-01-04 16:01:31,2025-09-03 11:51:54,,,,,,,,,,,,
256,2,,ESEMAG,ESEMAG,1640,0,2500,17,2027-06-09,780D,2024-01-04 16:01:31,2025-12-31 19:38:05,175126,256,2025-12-31 19:38:05,0,18,2025-12-31 19:38:05,2025-12-31 19:38:05,,,35,17,Perubahan Stok Manual: SO
257,6,,ESPERSON,ESPERSON,70984,0,85000,1,2028-02-05,5DN151A,2024-01-04 16:01:31,2025-12-06 03:05:32,,,,,,,,,,,,
258,1,,ESTER C BTL,ESTER C BTL,41635,0,53000,2,2027-02-01,,2024-01-04 16:01:31,2025-12-31 18:41:45,175034,258,2025-12-31 18:41:45,2,0,2025-12-31 18:41:45,2025-12-31 18:41:45,,,0,2,Perubahan Stok Manual
259,4,,ESTER C S'4,ESTER C S'4,6373,0,7500,10,2028-08-07,3803H25,2024-01-04 16:01:31,2025-12-31 21:23:28,175326,259,2025-12-31 21:23:28,1,0,2025-12-31 21:23:28,2025-12-31 21:23:28,,,10,11,Perubahan Stok Manual: SO
260,5,,ETABION,ETABION,242,0,350,140,2028-08-01,HR1006,2024-01-04 16:01:31,2025-12-13 17:59:07,,,,,,,,,,,,
261,4,,ETAFEN,ETAFEN,255,0,400,0,2026-10-06,,2024-01-04 16:01:31,2025-12-20 22:57:52,,,,,,,,,,,,
262,1,,ELKANA SYR,ELKANA SYR,28305,0,32500,1,2027-02-07,FK9744,2024-01-04 16:01:31,2025-12-24 20:54:46,,,,,,,,,,,,
263,5,,ETAFLUSIN TAB,ETAFLUSIN TAB,295,0,400,90,,,2024-01-04 16:01:31,2025-12-31 21:56:03,175379,263,2025-12-31 21:56:03,90,0,2025-12-31 21:56:03,2025-12-31 21:56:03,,,0,90,Perubahan Stok Manual: SO
264,5,,ETAMOX,ETAMOX,524,0,700,30,2027-11-18,KQ4027,2024-01-04 16:01:31,2026-01-01 00:16:51,,,,,,,,,,,,
265,2,,EVER E S'12,EVER E S'12,25714,0,31000,4,2026-03-03,,2024-01-04 16:01:31,2025-12-31 21:06:58,175292,265,2025-12-31 21:06:58,4,0,2025-12-31 21:06:58,2025-12-31 21:06:58,,,0,4,Perubahan Stok Manual: SO
266,2,,EVER E S'6,EVER E S'6,14263,0,16000,4,2028-01-11,25A01,2024-01-04 16:01:31,2025-12-31 21:10:13,175297,266,2025-12-31 21:10:13,1,0,2025-12-31 21:10:13,2025-12-31 21:10:13,,,3,4,Perubahan Stok Manual: SO
267,4,,EYEVIT,EYEVIT,29526,0,35000,2,2027-07-22,N4165,2024-01-04 16:01:31,2025-12-31 21:04:13,175281,267,2025-12-31 21:04:13,0,1,2025-12-31 21:04:13,2025-12-31 21:04:13,,,3,2,Perubahan Stok Manual: SO
268,5,,FARGOXIN,FARGOXIN,308,0,450,0,2025-06-06,,2024-01-04 16:01:31,2025-04-22 12:37:13,,,,,,,,,,,,
269,5,,FARMOTEN,FARMOTEN,242,0,350,0,2025-08-07,,2024-01-04 16:01:31,2025-05-20 13:39:11,,,,,,,,,,,,
270,5,,FARSIFEN PLUS,FARSIFEN PLUS,287,0,500,0,2026-03-07,,2024-01-04 16:01:31,2025-11-18 22:42:21,,,,,,,,,,,,
271,1,,FARSIFEN SYR,FARSIFEN SYR,5990,0,8500,1,2029-07-01,SV020,2024-01-04 16:01:31,2025-12-20 23:15:04,,,,,,,,,,,,
272,4,,LAXING  S'10,FASIDOL SYR,9450,0,11000,7,2027-07-08,25G0099,2024-01-04 16:01:31,2025-12-31 21:14:15,175306,272,2025-12-31 21:14:15,0,8,2025-12-31 21:14:15,2025-12-31 21:14:15,,,16,8,Perubahan Stok Manual: SO
273,4,,FATIGON PUTIH,FATIGON PUTIH,7080,0,8500,4,2027-07-09,54221,2024-01-04 16:01:31,2025-12-31 23:11:08,175474,273,2025-12-31 23:11:08,0,1,2025-12-31 23:11:08,2025-12-31 23:11:08,,,6,5,Perubahan Stok Manual: SO
274,4,,FATIGON SPIRIT,FATIGON SPIRIT,9950,0,11500,9,2027-01-07,51384,2024-01-04 16:01:31,2025-11-22 17:12:37,,,,,,,,,,,,
275,5,,FAXIDEN,FAXIDEN,225,0,300,180,2027-10-21,CV03X,2024-01-04 16:01:31,2026-01-01 00:18:30,,,,,,,,,,,,
276,4,,FEMINAX,FEMINAX,2912,0,3500,4,2030-05-11,E25A04,2024-01-04 16:01:31,2025-12-31 21:09:33,175295,276,2025-12-31 21:09:33,1,0,2025-12-31 21:09:33,2025-12-31 21:09:33,,,3,4,Perubahan Stok Manual: SO
277,5,,FENAMIN,FENAMIN,395,0,500,100,2029-06-05,05406510A,2024-01-04 16:01:31,2026-01-01 00:19:40,,,,,,,,,,,,
278,5,,FG TROCHES,FG TROCHES,15037,0,18000,7,2028-06-08,25848,2024-01-04 16:01:31,2026-01-01 00:17:47,,,,,,,,,,,,
279,2,,FIESTA ALL,FIESTA ALL,10123,0,13000,3,2030-01-04,RS564901,2024-01-04 16:01:31,2025-12-31 20:54:00,175267,279,2025-12-31 20:54:00,0,2,2025-12-31 20:54:00,2025-12-31 20:54:00,,,5,3,Perubahan Stok Manual: SO
280,5,,FIMESTAN,FIMESTAN,300,0,450,70,2029-07-02,64954,2024-01-04 16:01:31,2026-01-01 00:18:01,,,,,,,,,,,,
281,2,,FITKOM ALL VAR,FITKOM ALL VAR,14763,0,17500,4,2027-01-07,24M0101,2024-01-04 16:01:31,2025-12-31 19:35:40,175120,281,2025-12-31 19:35:40,5,0,2025-12-31 19:35:40,2025-12-31 19:35:40,,,0,5,Perubahan Stok Manual: SO
282,2,,FLAGYSTATIN SUPP,FLAGYSTATIN SUPP,23000,0,28000,6,2028-03-07,5DN230A,2024-01-04 16:01:31,2026-01-01 00:51:34,,,,,,,,,,,,
283,1,,ACTIFED 25ML ALL,ACTIFED 25ML ALL,23020,0,27500,4,2028-08-04,H46S,2024-01-04 16:01:31,2025-12-24 21:30:42,,,,,,,,,,,,
284,5,,FLAMAR,FLAMAR,2109,0,2600,60,2027-06-10,FF2573,2024-01-04 16:01:31,2026-01-01 00:19:23,,,,,,,,,,,,
285,5,,FLOXIGRA,FLOXIGRA,579,0,750,80,2027-10-11,B4J315,2024-01-04 16:01:31,2026-01-01 00:17:14,,,,,,,,,,,,
286,5,,FLUCADEX,FLUCADEX,430,0,800,170,2028-07-07,B5G115,2024-01-04 16:01:31,2025-12-31 21:55:15,175377,286,2025-12-31 21:55:15,0,100,2025-12-31 21:55:15,2025-12-31 21:55:15,,,270,170,Perubahan Stok Manual: SO
287,1,,FLUCADEX SYR,FLUCADEX SYR,10125,0,15000,3,2028-02-12,B5H118,2024-01-04 16:01:31,2025-12-31 19:14:41,175078,287,2025-12-31 19:14:41,0,301,2025-12-31 19:14:41,2025-12-31 19:14:41,,,304,3,Perubahan Stok Manual: SO
288,1,,FLUMIN PLUS SYR,FLUMIN PLUS SYR,6571,0,8500,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
289,5,,FLUNARISIN 5mg,FLUNARISIN 5mg,1110,0,1500,40,2027-08-11,2508031,2024-01-04 16:01:31,2026-01-01 00:11:57,,,,,,,,,,,,
290,5,,FLUTAMOL,FLUTAMOL,414,0,600,110,2027-05-08,ED065,2024-01-04 16:01:31,2025-12-31 21:58:00,175384,290,2025-12-31 21:58:00,30,0,2025-12-31 21:58:00,2025-12-31 21:58:00,,,80,110,Perubahan Stok Manual: SO
291,2,,MINYAK IKAN S'100,MINYAK IKAN S'100,18981,0,23000,3,2029-02-22,4903ED,2024-01-04 16:01:31,2025-10-13 19:49:29,,,,,,,,,,,,
292,1,,FLUTOP C,FLUTOP C,8409,0,10000,3,2027-11-02,TD026,2024-01-04 16:01:31,2025-12-31 19:15:03,175079,292,2025-12-31 19:15:03,1,0,2025-12-31 19:15:03,2025-12-31 19:15:03,,,2,3,Perubahan Stok Manual: SO
293,5,,FOLAVIT,FOLAVIT,1019,0,1300,130,2027-10-09,FF8040,2024-01-04 16:01:31,2026-01-02 01:54:10,,,,,,,,,,,,
294,6,,FORMYCO CR,FORMYCO CR,21738,0,27000,5,2027-02-03,FC9673,2024-01-04 16:01:31,2026-01-01 00:43:21,,,,,,,,,,,,
295,5,,FORMYCO TAB,FORMYCO TAB,6073,0,7500,43,2027-02-10,FB2682,2024-01-04 16:01:31,2025-12-23 23:35:54,,,,,,,,,,,,
296,1,,FRESH CARE ALL,FRESH CARE ALL,10586,0,12500,47,2028-08-09,25H05482,2024-01-04 16:01:31,2025-12-31 20:21:40,175228,296,2025-12-31 20:21:40,15,0,2025-12-31 20:21:40,2025-12-31 20:21:40,,,34,49,Perubahan Stok Manual: SO
297,6,,FUNGIDREM B,FUNGIDREM B,22934,0,28000,1,2030-08-08,H25A02,2024-01-04 16:01:31,2026-01-01 00:42:55,,,,,,,,,,,,
298,6,,FUNGIDREM K,FUNGIDREM K,11982,0,15000,5,2030-05-29,E25A01,2024-01-04 16:01:31,2026-01-02 00:55:10,,,,,,,,,,,,
299,5,,FUROSEMIDE,FUROSEMIDE,230,0,300,30,2026-02-02,,2024-01-04 16:01:31,2025-12-31 23:39:16,175550,299,2025-12-31 23:39:16,30,0,2025-12-31 23:39:16,2025-12-31 23:39:16,,,0,30,Perubahan Stok Manual: SO
300,1,,GANDAPURA 30mL,GANDAPURA 30mL,7178,0,8500,5,2030-07-07,PC04806,2024-01-04 16:01:31,2025-12-31 21:19:20,175313,300,2025-12-31 21:19:20,1,0,2025-12-31 21:19:20,2025-12-31 21:19:20,,,5,6,Perubahan Stok Manual: SO
301,1,,GANDAPURA 60mL,GANDAPURA 60mL,12125,0,14500,4,2030-07-07,PC01607,2024-01-04 16:01:31,2025-12-31 21:19:33,175314,301,2025-12-31 21:19:33,2,0,2025-12-31 21:19:33,2025-12-31 21:19:33,,,3,5,Perubahan Stok Manual: SO
302,1,,GASTRUCID SYR,GASTRUCID SYR,6900,0,9500,4,2026-12-02,4068169,2024-01-04 16:01:31,2025-12-31 19:04:20,175066,302,2025-12-31 19:04:20,1,0,2025-12-31 19:04:20,2025-12-31 19:04:20,,,4,5,Perubahan Stok Manual: SO
303,1,,GASTRUCID TAB,GASTRUCID TAB,352,0,450,30,2027-03-01,5029046,2024-01-04 16:01:31,2026-01-01 00:22:04,,,,,,,,,,,,
304,3,,PROMAG HERBAL,PROMAG HERBAL,2497,0,3000,7,2027-06-08,HF358,2024-01-04 16:01:31,2025-12-31 19:39:42,175127,304,2025-12-31 19:39:42,0,48,2025-12-31 19:39:42,2025-12-31 19:39:42,,,55,7,Perubahan Stok Manual: SO
305,2,,GELIGA BALSEM 10g,GELIGA BALSEM 10g,4416,0,6000,5,2030-08-13,P002655,2024-01-04 16:01:31,2025-12-31 21:26:00,175333,305,2025-12-31 21:26:00,0,2,2025-12-31 21:26:00,2025-12-31 21:26:00,,,7,5,Perubahan Stok Manual: SO
306,2,,GELIGA BALSEM 20g,GELIGA BALSEM 20g,7933,0,9500,7,2030-06-04,PT01051,2024-01-04 16:01:31,2025-12-31 21:26:12,175334,306,2025-12-31 21:26:12,0,3,2025-12-31 21:26:12,2025-12-31 21:26:12,,,10,7,Perubahan Stok Manual: SO
307,2,,GELIGA BALSEM 40g,GELIGA BALSEM 40g,16350,0,18500,6,2030-07-05,PC01152,2024-01-04 16:01:31,2025-12-02 03:15:06,,,,,,,,,,,,
308,2,,GELIGA CAIR 30ML,GELIGA CAIR 30ML,13919,0,16500,2,2030-07-07,PC00406,2024-01-04 16:01:31,2025-12-31 21:20:27,175316,308,2025-12-31 21:20:27,0,1,2025-12-31 21:20:27,2025-12-31 21:20:27,,,3,2,Perubahan Stok Manual: SO
309,5,,GEMFIBROZIL,GEMFIBROZIL,832,0,1050,100,2027-10-04,86441013,2024-01-04 16:01:31,2025-12-27 19:17:42,,,,,,,,,,,,
310,6,,GENALTEN,GENALTEN,4000,0,5500,12,2028-08-01,PR01B,2024-01-04 16:01:31,2026-01-02 00:34:48,,,,,,,,,,,,
311,6,,GENOINT SK,GENOINT SK,5324,0,7000,3,2027-06-06,1760169,2024-01-04 16:01:31,2025-12-31 21:48:23,175366,311,2025-12-31 21:48:23,0,2,2025-12-31 21:48:23,2025-12-31 21:48:23,,,5,3,Perubahan Stok Manual: SO
312,6,,GENOINT SM,GENOINT SM,10558,0,13000,1,2027-07-11,1660053,2024-01-04 16:01:31,2025-12-31 21:51:10,175367,312,2025-12-31 21:51:10,0,2,2025-12-31 21:51:10,2025-12-31 21:51:10,,,4,2,Perubahan Stok Manual: SO
313,2,,GENOINT TM,GENOINT TM,11375,0,13000,6,2027-04-14,860010,2024-01-04 16:01:31,2025-12-31 22:36:20,175445,313,2025-12-31 22:36:20,0,2,2025-12-31 22:36:20,2025-12-31 22:36:20,,,8,6,Perubahan Stok Manual: SO
314,6,,GENTAMICIN SLP,GENTAMICIN SLP,2741,0,4000,12,2027-05-13,E50872,2024-01-04 16:01:31,2025-12-31 22:24:01,175416,314,2025-12-31 22:24:01,0,2,2025-12-31 22:24:01,2025-12-31 22:24:01,,,14,12,Perubahan Stok Manual: SO
315,2,,MEDICREPE 3'',,8158,0,15000,2,2030-03-15,CMPE0310,2024-01-04 16:01:31,2025-12-31 20:09:16,175197,315,2025-12-31 20:09:16,0,3,2025-12-31 20:09:16,2025-12-31 20:09:16,,,5,2,Perubahan Stok Manual: SO
316,5,,DOMPERIDON,,233,0,350,60,2026-12-08,46200,2024-01-04 16:01:31,2025-12-13 17:42:33,,,,,,,,,,,,
317,5,,GLENALEN,GLENALEN,121,0,400,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
318,5,,GLIBENCLAMIDE,GLIBENCLAMIDE,210,0,300,190,2027-11-06,109354,2024-01-04 16:01:31,2026-01-01 00:13:09,,,,,,,,,,,,
319,5,,GLIMEPIRID 1mg,GLIMEPIRID 1mg,200,0,400,110,2027-08-06,5514294,2024-01-04 16:01:31,2025-12-31 23:14:16,175487,319,2025-12-31 23:14:16,50,0,2025-12-31 23:14:16,2025-12-31 23:14:16,,,60,110,Perubahan Stok Manual: SO
320,5,,GLIMEPIRID 2mg,GLIMEPIRID 2mg,200,0,700,110,2027-05-07,F4043,2024-01-04 16:01:31,2025-12-31 23:13:44,175484,320,2025-12-31 23:13:44,0,20,2025-12-31 23:13:44,2025-12-31 23:13:44,,,130,110,Perubahan Stok Manual: SO
321,5,,GLIMEPIRID 3mg,GLIMEPIRID 3mg,250,0,1000,260,2027-05-07,56F4137,2024-01-04 16:01:31,2025-12-31 23:14:06,175486,321,2025-12-31 23:14:06,0,340,2025-12-31 23:14:06,2025-12-31 23:14:06,,,600,260,Perubahan Stok Manual: SO
322,5,,GLIMEPIRID 4mg,GLIMEPIRID 4mg,280,0,1400,200,2027-01-06,56B4326,2024-01-04 16:01:31,2025-12-31 23:13:55,175485,322,2025-12-31 23:13:55,160,0,2025-12-31 23:13:55,2025-12-31 23:13:55,,,40,200,Perubahan Stok Manual: SO
323,5,,GLUCOSAMIN MPL,GLUCOSAMIN MPL,1185,0,1600,100,2030-08-12,51385,2024-01-04 16:01:31,2026-01-02 00:42:42,,,,,,,,,,,,
324,5,,GLUDEPATIC,GLUDEPATIC,300,0,400,30,2029-09-01,1EI126,2024-01-04 16:01:31,2026-01-01 00:22:54,,,,,,,,,,,,
325,2,,GPU 30mL,GPU 30mL,8536,0,10000,7,2030-07-08,PC5406,2024-01-04 16:01:31,2025-12-31 21:19:52,175315,325,2025-12-31 21:19:52,4,0,2025-12-31 21:19:52,2025-12-31 21:19:52,,,4,8,Perubahan Stok Manual: SO
326,2,,GPU 60mL,GPU 60mL,14841,0,16500,8,2030-08-07,P003907,2024-01-04 16:01:31,2025-12-30 20:31:12,,,,,,,,,,,,
327,2,,GPU CREAM 150mL,GPU CREAM 150mL,15299,0,19000,2,2028-08-08,1057,2024-01-04 16:01:31,2025-12-31 21:27:07,175336,327,2025-12-31 21:27:07,0,1,2025-12-31 21:27:07,2025-12-31 21:27:07,,,3,2,Perubahan Stok Manual: SO
328,2,,GPU CREAM 250mL,GPU CREAM 250mL,24985,0,29000,2,2028-09-09,PD00457,2024-01-04 16:01:31,2025-10-22 22:55:30,,,,,,,,,,,,
329,2,,GPU CREAM 50mL,GPU CREAM 50mL,7920,0,9500,0,2028-03-08,PR00357,2024-01-04 16:01:31,2025-11-27 17:28:43,,,,,,,,,,,,
330,5,,GRAFACHLOR,GRAFACHLOR,182,0,300,110,2030-04-07,B5D153,2024-01-04 16:01:31,2026-01-02 19:19:49,,,,,,,,,,,,
331,5,,GRAFADON,GRAFADON,295,0,400,30,2028-03-07,B5C293,2024-01-04 16:01:31,2026-01-01 00:23:22,,,,,,,,,,,,
332,5,,GRAFAMIC,GRAFAMIC,298,0,500,20,2029-07-25,B5G251,2024-01-04 16:01:31,2025-12-20 00:12:21,,,,,,,,,,,,
333,5,,GRAFAZOL,GRAFAZOL,402,0,500,30,2030-08-04,B5H065,2024-01-04 16:01:31,2026-01-01 00:21:21,,,,,,,,,,,,
334,5,,GRANTUSIF,GRANTUSIF,376,0,600,80,2029-08-08,B5H080,2024-01-04 16:01:31,2025-12-23 23:16:25,,,,,,,,,,,,
335,5,,GRATAZONE,GRATAZONE,153,0,250,80,2029-11-01,B4K183,2024-01-04 16:01:31,2026-01-01 00:20:17,,,,,,,,,,,,
336,5,,GRATEOS,GRATEOS,202,0,350,70,2028-12-07,122028,2024-01-04 16:01:31,2026-01-01 00:20:43,,,,,,,,,,,,
337,1,,GUANESTREP SYR,GUANESTREP SYR,6440,0,9000,7,2029-09-15,509179,2024-01-04 16:01:31,2025-12-24 17:57:47,,,,,,,,,,,,
338,1,,HALFYLIN SYR,HALFYLIN SYR,10874,0,16500,0,2025-10-10,,2024-01-04 16:01:31,2025-01-29 16:52:16,,,,,,,,,,,,
339,2,,HAND SCONE,HAND SCONE,1000,0,1500,0,,,2024-01-04 16:01:31,2025-07-19 10:34:10,,,,,,,,,,,,
340,2,,HANSAPLAST ROLL 1m,HANSAPLAST ROLL 1m,4303,0,5000,17,2028-01-01,50630951,2024-01-04 16:01:31,2025-12-31 20:16:38,175218,340,2025-12-31 20:16:38,0,1,2025-12-31 20:16:38,2025-12-31 20:16:38,,,19,18,Perubahan Stok Manual: SO
341,2,,HANSAPLAST ROLL 5m,HANSAPLAST ROLL 5m,12134,0,14000,2,2028-07-05,53414949,2024-01-04 16:01:31,2025-12-31 20:16:26,175217,341,2025-12-31 20:16:26,0,4,2025-12-31 20:16:26,2025-12-31 20:16:26,,,7,3,Perubahan Stok Manual: SO
342,2,,HANSAPLAST STANDART,HANSAPLAST STANDART,240,0,350,0,,,2024-01-04 16:01:31,2024-01-04 16:01:31,,,,,,,,,,,,
343,1,,HELIXIM SYR,HELIXIM SYR,11511,0,15000,3,2027-08-23,TE06Y,2024-01-04 16:01:31,2025-12-31 22:02:08,175392,343,2025-12-31 22:02:08,1,0,2025-12-31 22:02:08,2025-12-31 22:02:08,,,2,3,Perubahan Stok Manual: SO
344,4,,HEMAVITON ACTION,HEMAVITON ACTION,6760,0,8000,5,2028-08-22,90795,2024-01-04 16:01:31,2025-12-17 16:50:57,,,,,,,,,,,,
345,4,,HEMAVITON STAMINA,HEMAVITON STAMINA,6555,0,7500,11,2028-07-07,80815,2024-01-04 16:01:31,2025-12-31 19:48:58,175141,345,2025-12-31 19:48:58,0,10,2025-12-31 19:48:58,2025-12-31 19:48:58,,,22,12,Perubahan Stok Manual: SO
346,1,,MUCOS SYR,MUCOS SYR,11355,0,14000,2,2027-09-06,E5J874B,2024-01-04 16:01:31,2025-12-31 22:02:28,175393,346,2025-12-31 22:02:28,0,2,2025-12-31 22:02:28,2025-12-31 22:02:28,,,4,2,Perubahan Stok Manual: SO
347,5,,HEPTASAN,HEPTASAN,500,0,5500,0,2024-10-10,,2024-01-04 16:01:31,2025-08-07 19:47:21,,,,,,,,,,,,
348,1,,SANADRYL EXP 100ML,SANADRYL EXP 100ML,19869,0,23000,2,2026-05-12,FE9732,2024-01-04 16:01:31,2025-09-12 16:59:24,,,,,,,,,,,,
349,2,,HEROCYN 150mg,HEROCYN 150mg,15873,0,19000,1,2029-08-05,25HD034,2024-01-04 16:01:31,2025-12-26 02:35:27,,,,,,,,,,,,
350,2,,HEROCYN 50mg,HEROCYN 50mg,7437,0,9500,6,2030-04-07,25DD006,2024-01-04 16:01:31,2025-12-31 20:56:10,175271,350,2025-12-31 20:56:10,0,7,2025-12-31 20:56:10,2025-12-31 20:56:10,,,13,6,Perubahan Stok Manual: SO
351,2,,HEROCYN 75mg,HEROCYN 75mg,11322,0,14500,5,2029-07-08,25GD079,2024-01-04 16:01:31,2025-12-11 21:38:48,,,,,,,,,,,,
352,2,,HEROCYN BABY 100mg,HEROCYN BABY 100mg,7549,0,9500,3,2029-06-18,25FK202,2024-01-04 16:01:31,2025-12-31 20:57:01,175273,352,2025-12-31 20:57:01,1,0,2025-12-31 20:57:01,2025-12-31 20:57:01,,,2,3,Perubahan Stok Manual: SO
353,2,,HEROCYN BABY 200mg,HEROCYN BABY 200mg,10563,0,15500,2,2027-11-08,,2024-01-04 16:01:31,2025-12-31 20:57:25,175275,353,2025-12-31 20:57:25,2,0,2025-12-31 20:57:25,2025-12-31 20:57:25,,,0,2,Perubahan Stok Manual: SO
354,2,,VICKS BABY BALM,VICKS BABY BALM,9376,0,11000,0,2027-03-07,3C56701,2024-01-04 16:01:31,2026-01-02 18:35:18,,,,,,,,,,,,
355,6,,HOT IN 120GR ALL VAR,HOT IN 120GR ALL VAR,28305,0,32500,6,2028-09-11,25H06375,2024-01-04 16:01:31,2026-01-02 02:13:51,175231,355,2025-12-31 20:22:42,4,0,2025-12-31 20:22:42,2025-12-31 20:22:42,,,2,6,Perubahan Stok Manual: SO
356,6,,HOT IN 60GR ALL VAR,HOT IN 60GR ALL VAR,16983,0,19500,12,2028-09-11,25H06354,2024-01-04 16:01:31,2026-01-02 02:09:32,175232,356,2025-12-31 20:22:58,0,3,2025-12-31 20:22:58,2025-12-31 20:22:58,,,5,2,Perubahan Stok Manual: SO
357,1,,HUFAGRIP BP IJO,HUFAGRIP BP IJO,17234,0,21000,0,2029-11-11,A800925,2024-01-04 16:01:31,2025-12-31 19:19:49,175088,357,2025-12-31 19:19:49,13,0,2025-12-31 19:19:49,2025-12-31 19:19:49,,,-1,12,Perubahan Stok Manual: SO
358,1,,HUFAGRIP KUNING,HUFAGRIP KUNING,20570,0,24000,10,2028-11-07,A902425,2024-01-04 16:01:31,2026-01-01 23:33:15,175089,358,2025-12-31 19:20:56,3,0,2025-12-31 19:20:56,2025-12-31 19:20:56,,,1,4,Perubahan Stok Manual: SO
